Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
RNA-Seq	202	SAMN10987597	ncbi	SRX5415126	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SW1116_LARGE_INTESTINE	23/02/2019	11588	5555	SRR8615924	SRS4395203	SW1116_LARGE_INTESTINE	73	ATCC:SW1116	SW1116	carcinoma (adenocarcinoma)	primary	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988575	ncbi	SRX5414690	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	11793	5576	SRR8615710	SRS4395685	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	63	DSMZ:JVM-2	JVM-2	lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988507	ncbi	SRX5414717	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	11759	5576	SRR8615683	SRS4395709	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20	DSMZ:L-540	L-540	lymphoid_neoplasm (Hodgkin_lymphoma)	metastasis	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987906	ncbi	SRX5414522	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MESSA_SOFT_TISSUE	23/02/2019	11701	5602	SRR8615231	SRS4395547	MESSA_SOFT_TISSUE	56	ATCC:MES-SA	MES-SA	sarcoma	primary	Caucasian	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989626	ncbi	SRX5414669	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-TTC1240_SOFT_TISSUE	23/02/2019	12268	5603	SRR8615731	SRS4395666	TTC1240_SOFT_TISSUE	NA	NA	TTC1240	NA	NA	NA	NA	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987796	ncbi	SRX5414518	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MFE319_ENDOMETRIUM	23/02/2019	11804	5621	SRR8615235	SRS4395543	MFE319_ENDOMETRIUM	81	NIBRI	MFE-319	carcinoma (adenocarcinoma)	primary	Caucasian	female	endometrium	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988299	ncbi	SRX5414396	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KELLY_AUTONOMIC_GANGLIA	23/02/2019	11863	5639	SRR8615357	SRS4395437	KELLY_AUTONOMIC_GANGLIA	NA	NA	KELLY	neuroblastoma	primary	Caucasian	NA	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988444	ncbi	SRX5415199	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HS172T_FIBROBLAST	24/02/2019	11659	5647	SRR8616203	SRS4396090	HS172T_FIBROBLAST	50	ATCC:Hs 172.T	Hs 172.T	carcinoma	primary	Caucasian	male	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988038	ncbi	SRX5414418	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-UMUC1_URINARY_TRACT	23/02/2019	11848	5689	SRR8615335	SRS4395456	UMUC1_URINARY_TRACT	NA	ECACC:UM-UC-1	UM-UC-1	carcinoma (transitional_cell_carcinoma)	primary	African_american	male	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988140	ncbi	SRX5414851	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12179	5728	SRR8615549	SRS4395806	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	38	NIBRI	Loucy	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988206	ncbi	SRX5414643	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MCAS_OVARY	23/02/2019	12175	5764	SRR8615757	SRS4395158	MCAS_OVARY	NA	HSRRB	MCAS	carcinoma (adenocarcinoma)	primary	Asian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988031	ncbi	SRX5414685	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12208	5799	SRR8615715	SRS4395680	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	25	ECAAC	KARPAS-299	lymphoid_neoplasm (anaplastic_large_cell_lymphoma)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988458	ncbi	SRX5415107	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	12272	5804	SRR8615943	SRS4395261	KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22	DSMZ:KYO-1	KYO-1	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988211	ncbi	SRX5414259	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-IPC298_SKIN	23/02/2019	11599	5823	SRR8615494	SRS4395217	IPC298_SKIN	64	DSMZ:IPC-298	IPC-298	malignant_melanoma	primary	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988564	ncbi	SRX5414935	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LCLC103H_LUNG	24/02/2019	12307	5847	SRR8616115	SRS4395266	LCLC103H_LUNG	61	DSMZ:LCLC-103H	LCLC-103H	carcinoma (large_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987819	ncbi	SRX5414405	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12156	5880	SRR8615348	SRS4395263	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52	NA	KMS-27	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988032	ncbi	SRX5417210	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-YAPC_PANCREAS	25/02/2019	12253	5891	SRR8618306	SRS4397850	YAPC_PANCREAS	43	DSMZ:YAPC	YAPC	carcinoma	metastasis	Asian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988453	ncbi	SRX5415041	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-DM3_FIBROBLAST	24/02/2019	12329	5914	SRR8616009	SRS4395118	DM3_FIBROBLAST	62	DSMZ:DM-3	DM-3	mesothelioma	metastasis	Caucasian	male	pleura	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988504	ncbi	SRX5414844	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12507	5926	SRR8615556	SRS4395801	JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	62	DSMZ:JK-1	JK-1	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987864	ncbi	SRX5414351	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LUDLU1_LUNG	23/02/2019	12463	5939	SRR8615402	SRS4395153	LUDLU1_LUNG	72	ECAAC	LUDLU-1	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988353	ncbi	SRX5414575	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-TCCPAN2_PANCREAS	23/02/2019	12453	5991	SRR8615825	SRS4395594	TCCPAN2_PANCREAS	68	HSRRB	TCC-PAN2	carcinoma	primary	Asian	female	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988224	ncbi	SRX5414684	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-K029AX_SKIN	23/02/2019	12772	6001	SRR8615716	SRS4395223	K029AX_SKIN	NA	Acd Lab	K029AX	malignant_melanoma	primary	Caucasian	NA	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988292	ncbi	SRX5414977	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KS1_CENTRAL_NERVOUS_SYSTEM	24/02/2019	12761	6041	SRR8616073	SRS4395911	KS1_CENTRAL_NERVOUS_SYSTEM	NA	GNF	KS-1	glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)	primary	Asian	female	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988333	ncbi	SRX5414837	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SW1417_LARGE_INTESTINE	23/02/2019	12027	6055	SRR8615563	SRS4395257	SW1417_LARGE_INTESTINE	53	NIBRI	SW1417	carcinoma (adenocarcinoma)	primary	Caucasian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988226	ncbi	SRX5414943	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2171_LUNG	24/02/2019	12193	6055	SRR8616107	SRS4395881	NCIH2171_LUNG	50	ATCC:NCI-H2171	NCI-H2171	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987696	ncbi	SRX5414354	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LS123_LARGE_INTESTINE	23/02/2019	12777	6055	SRR8615399	SRS4395155	LS123_LARGE_INTESTINE	65	NA	LS123	carcinoma (adenocarcinoma)	primary	Caucasian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988557	ncbi	SRX5414976	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KU1919_URINARY_TRACT	24/02/2019	12811	6067	SRR8616074	SRS4395910	KU1919_URINARY_TRACT	76	DSMZ:KU-19-19	KU-19-19	carcinoma (transitional_cell_carcinoma)	primary	Asian	male	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988501	ncbi	SRX5414687	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12984	6119	SRR8615713	SRS4395682	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	73	DSMZ:JURL-MK1	JURL-MK1	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988263	ncbi	SRX5414823	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MDAMB453_BREAST	23/02/2019	12188	6129	SRR8615577	SRS4395786	MDAMB453_BREAST	48	NIBRI	MDA-MB-453	carcinoma	metastasis	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988506	ncbi	SRX5414696	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12972	6138	SRR8615704	SRS4395690	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	73	DSMZ:KARPAS-422	KARPAS-422	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	metastasis	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988452	ncbi	SRX5414815	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	13026	6147	SRR8615585	SRS4395779	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	40	DSMZ:ME-1	ME-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988253	ncbi	SRX5414453	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-DU145_PROSTATE	23/02/2019	12278	6158	SRR8615300	SRS4395484	DU145_PROSTATE	69	ATCC:DU 145	DU 145	carcinoma	metastasis	Caucasian	male	prostate	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988113	ncbi	SRX5414978	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KPNYN_AUTONOMIC_GANGLIA	24/02/2019	13099	6167	SRR8616072	SRS4395912	KPNYN_AUTONOMIC_GANGLIA	2	HSSRB	KP-N-YN	neuroblastoma	metastasis	Asian	male	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987857	ncbi	SRX5414399	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	12345	6176	SRR8615354	SRS4395440	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	67	HSRRB	KMS-11	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987764	ncbi	SRX5414633	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MDAMB231_BREAST	23/02/2019	13090	6186	SRR8615767	SRS4395632	MDAMB231_BREAST	51	ATCC:MDA-MB-231	MDA-MB-231	carcinoma	metastasis	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987652	ncbi	SRX5414700	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MSTO211H_PLEURA	23/02/2019	12628	6216	SRR8615700	SRS4395694	MSTO211H_PLEURA	62	ATCC:MSTO-211H	MSTO-211H	mesothelioma	metastasis	Caucasian	male	pleura	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988222	ncbi	SRX5414821	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MDAPCA2B_PROSTATE	23/02/2019	13222	6227	SRR8615579	SRS4395784	MDAPCA2B_PROSTATE	63	ATCC:MDA PCa 2b	MDA PCa 2b	carcinoma (adenocarcinoma)	metastasis	African_american	male	prostate	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988558	ncbi	SRX5414388	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	13172	6228	SRR8615365	SRS4395222	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32	DSMZ:KCL-22	KCL-22	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	metastasis	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988515	ncbi	SRX5414694	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	13184	6230	SRR8615706	SRS4395260	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.25	DSMZ:KOPN-8	KOPN-8	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987648	ncbi	SRX5414358	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LU65_LUNG	23/02/2019	13085	6251	SRR8615395	SRS4395154	LU65_LUNG	64	JCRB:LU65	LU65	carcinoma (non_small_cell_carcinoma)	primary	Asian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988268	ncbi	SRX5414520	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MELHO_SKIN	23/02/2019	13295	6255	SRR8615233	SRS4395545	MELHO_SKIN	NA	DSMZ:MEL-HO	MEL-HO	malignant_melanoma	primary	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988231	ncbi	SRX5414850	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LOUNH91_LUNG	23/02/2019	13302	6259	SRR8615550	SRS4395268	LOUNH91_LUNG	64	DSMZ:LOU-NH91	LOU-NH91	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988110	ncbi	SRX5414543	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-T3M10_LUNG	23/02/2019	13040	6267	SRR8615857	SRS4395255	T3M10_LUNG	40	GNF	T3M-10	carcinoma (large_cell_carcinoma)	primary	Asian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988578	ncbi	SRX5415142	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	13241	6271	SRR8615908	SRS4396039	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	37	NA	KM-H2	lymphoid_neoplasm (Hodgkin_lymphoma)	metastasis	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987989	ncbi	SRX5414817	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MDAMB435S_SKIN	23/02/2019	13364	6282	SRR8615583	SRS4395781	MDAMB435S_SKIN	31	ATCC:MDA-MB-435S	MDA-MB-435S	malignant_melanoma	primary	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988565	ncbi	SRX5414688	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	13262	6304	SRR8615712	SRS4395683	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14	DSMZ:JURKAT	JURKAT	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988465	ncbi	SRX5414645	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MDAMB134VI_BREAST	23/02/2019	13361	6319	SRR8615755	SRS4395642	MDAMB134VI_BREAST	47	NA	MDA-MB-134-VI	carcinoma (ductal_carcinoma)	metastasis	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988135	ncbi	SRX5415140	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	13387	6321	SRR8615910	SRS4396036	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	59	ATCC:KG-1	KG-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)	primary	African_american	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988459	ncbi	SRX5414845	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-JL1_PLEURA	23/02/2019	13348	6322	SRR8615555	SRS4395220	JL1_PLEURA	54	DSMZ:JL-1	JL-1	mesothelioma	primary	Caucasian	male	pleura	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
